,sentiment,vi_review
2897,negative,đau
2898,negative,miện đời giết chết con người
2899,negative,áp lực
2900,negative,ác đau lòng thay tht . ph lm s
2901,negative,kẻ tổn thương tổn thương ngk =)) 1 vòng lặp :)
2902,negative,nhm tui gđ đau nhói …
2903,negative,thiên hạ đc haha
2904,negative,nhg ko bt ngta buồn 😞
2905,negative,miệng đời lm stress ..
2906,negative,kh chửi 🐧
2907,negative,"ác ý , thay luon thương cb chẳng hạn gdinh bb ac .. vv"
2908,negative,1 roi ngta vay chưaa
2909,negative,"dao vô hình cay độc con người , con người tức giận ......"
2910,negative,sợ miệng đời ....
2911,negative,công nhận .
2912,negative,dao vô hình ...
2913,negative,ac thatt
2914,negative,tỏ kh tủi thân lắm :)
2915,negative,"quên lắm cgi snghi , đau đầu ý 😭"
2916,negative,ac that
2917,negative,dao vô hình :)
2918,negative,giả vờ k k thể ngưng snghi câu
2919,negative,miệng chả :))
2920,negative,hình nhaaa 🥰
2921,negative,"blnt , blhđ 1 thời 😇"
2922,negative,tích cực vd tiêu cực hẵn =))
2923,negative,nhanh quên đôi khi vui quên ác ý miệng đời
2924,negative,kệ kh kệ
2925,negative,dao vô hình ...
2926,negative,toxic
2927,negative,ths suy nghĩ = ( (
2928,negative,kim châm chích mãi 😳
2929,negative,sợ ánh mắt dèm pha
2930,negative,kệ miệng đời nma kh thể ngừng đc … 😢
2931,negative,cố vỏ bọc ổn trongg mik ko ổn 😇
2932,negative,dựa đấy khen mình 🥰 🙏
2933,negative,hicc hong 😿 😿
2934,negative,cuộc đời
2935,negative,: (
2936,negative,xĩuuu
2937,negative,miệng đời 1 dao vô hình ...
2938,negative,t bh t t thành miệng 👄 ta 🙄
2939,negative,tích cực đống tiêu cực ..
2940,negative,t tiêu cực miệng đời động lực - ) )
2941,negative,ms bt 😂
2942,negative,sợ người nhà 😅
2943,negative,mai đi lớp sợ bây 😍
2944,negative,chê cười tâm trạng ... k hơi thất vọng 😭
2945,negative,ko tiêu cực thành tiêu cực lun ko kệ ko đc
2946,negative,"miệng đời cay nghiệt , đừng trách . đời vẽ xinh thuii"
2947,negative,buông đau 🥀
2948,negative,"10 , sai 1 ngta thành 10 sai .."
2949,negative,miệng miệng đời đầu suy nghĩ
2950,negative,""" ta đùa th "" 🥹"
2951,negative,dã man
2952,negative,1 miệng đời đấy
2953,negative,sợ that
2954,negative,rat dau
2955,negative,tui bi diec kka .
2956,negative,thg lớp chê so sánh vs ngkhac ..
2957,negative,đau nhắm 😢
2958,negative,sợ thiệt nha nha ní . con người xinh đẹp hồn nhiên mấy bả đồn ngta tự ti troi r
2959,negative,đừng mắng
2960,negative,bảo kệ đi vangg e kệ nm tối e cungg úp mặt gối khoc ...
2961,negative,nguyễn vy over overthinking lun 🤣 🤣
2962,negative,lướt tiktok chill chill lạ lắm :))
2963,negative,"t t hạnh phúc tồi tệ , ai ngờ .."
2964,negative,t mệt mệt 😞
2965,negative,"quen , , cười đời cộng 🧏 🏻 ‍ ♀ ️"
2966,negative,chạy wc khóc 🤧
2967,negative,k khóc ..
2968,negative,thuong 🥰
2969,negative,z 😭
2970,negative,nei trầm củm hok khóc nx nha 💗
2971,negative,mệt 😞
2972,negative,tui một mình khóc 1 ng khóc dcc
2973,negative,ổn e bt e … ☺ ️ 🖤
2974,negative,kết thúc 😂
2975,negative,khóc nhỏ nhặt ..
2976,negative,trải nghiệm thăng hoa 😘 viên_làm_thêm_nhà_làm88
2977,negative,suyy 😞
2978,negative,"1 đứa trẻ <someone> , trong sáng đứa trẻ tiêu cực 1 câu bth cx đau lòng 💔"
2979,negative,ta đổ lỗi . tình yêu hoàn hảo chân thật .
2980,negative,"cười tâm sự . mùa đông lạnh thế , lạnh lạnh tim ."
2981,negative,"1 . im lặng hành động vũ khí phản bác coi khinh , chê cười . ta quên đi quá khứ vui bài học từng trải . đôi khi im lặng , che giấu cảm xúc , làm phiền ."
2982,negative,lặt vặt nhỏ xíu thoi tớ buồn 🥺
2983,negative,buon
2984,negative,buồn 😭
2985,negative,nhìu khoc đứa trẻ
2986,negative,"mk kìm nén lắm r , hnay mk khóc 1 trận suốt 1 tiếng đồng hồ đầu trống rỗng"
2987,negative,nhỏ nhặt tui buồn 🥺
2988,negative,buồn vui
2989,negative,"kh khóc , r khóc ☺ ️"
2990,negative,"rõ ràng toi cảm nhận , toàn đi ngược lại suy nghĩ khong thế 🩹"
2991,negative,met 😿
2992,negative,hy vọng
2993,negative,suy nghĩ ngược lại
2994,negative,hải ☺ ️
2995,negative,minh tuong ho den gap minh nhung k
2996,negative,đầu r
2997,negative,buông
2998,negative,bùn nhìu chút 🥺
2999,negative,overthingking 🥺
3000,negative,tưởng màu hồng hóa 1 màu xám
3001,negative,đau đeo bám quài
3002,negative,buon lắm hỏng muon hoii : <
3003,negative,nan a khóc chiều r 😟
3004,negative,buon ve tat ca
3005,negative,khóc
3006,negative,đừn mai bùn ko đay thui ko đi đau yên tâm ko pải ko lm nhữn lm
3007,negative,suy nghĩ buồn buồn ngta .
3008,negative,to cx buon
3009,negative,...
3010,negative,that su minh rat thatvongg 😞
3011,negative,học chấp nhận
3012,negative,❄ đinh tổng ❄ ko khóc đâu pama đừng lo 🥰 🥰 🥰
3013,negative,mệt mỏi . mệt mỏi .
3014,negative,cuộc đời đi bế tắc
3015,negative,yêu cũ :)) ng thay thế
3016,negative,bất lực
3017,negative,buồn ghê 🥺
3018,negative,💤 suy nghĩ a thuận
3019,negative,buồn 😞
3020,negative,bất lực
3021,negative,vd chua cap đc kh
3022,negative,thui hum đc buồn nua nha
3023,negative,xảy ngược lại 💔
3024,negative,dung hua nua duoc k
3025,negative,cố gắng bn 💪 🥰
3026,negative,đứa trẻ vô tư suy nghĩ
3027,negative,t mệt :)
3028,negative,khong bt phai lms nua ...
3029,negative,"hạt cát , hạt cát sa mạc"
3030,negative,zì mik yêu quý lần lượt rời đi 😞
3031,negative,hi vọng v 😞
3032,negative,áp lực
3033,negative,hồngngọc_2011 🌷 vd nè lưu giùm r gửi t vs nhaa 🥰
3034,negative,z ☺
3035,negative,mệt 🥺
3036,negative,đỗ nv1 đổi 🍀 bé xíu cute hong đc buồn
3037,negative,😌
3038,negative,dtn 💞 🐝 tao ko thể
3039,negative,🤫 đừng buồn nữaa
3040,negative,t tim tiktok
3041,negative,linh hoàng ôm
3042,negative,ngọc phương ☺ ️ ☺ ️ buon that nhi vo thoi ngoan nha lai om ☺ ️
3043,negative,r
3044,negative,mệt 😆
3045,negative,nhạy cảm
3046,negative,nhieu luc muon noi lam nma k dam
3047,negative,buồn - ( (
3048,negative,🥺
3049,negative,cryy 😥
3050,negative,hửmmmm 😄
3051,negative,nín đi =)) sao v
3052,negative,kh dám 😂
3053,negative,❤ ️ ‍ 🩹
3054,negative,"tệ kĩ , kì vọng chẳng kết quả minhg hằng mong ước : ("
3055,negative,nguyễn bửu nhin nhỗi nhóe
3056,negative,đầu suy nghĩ 🤨
3057,negative,💢 zạ chèn 🥺
3058,negative,đôi khi học bình tĩnh giải quyết im lặng giải thích ko ☺ ️
3059,negative,mk khóc 😭
3060,negative,haizz z
3061,negative,v
3062,negative,bật nắp ⚰ tri kỉ 🫶 hong buồn nha buồn đi vui ❤ ️
3063,negative,metlamroi > <
3064,negative,buồn lắm đành 😭
3065,negative,kh . ái 🐢 buồn an ủi 🥺
3066,negative,lặt vặt t bật khóc 😇
3067,negative,tuilathaonguyenneeee gb bùn 🖤
3068,negative,cang nghi cang buon hon ....
3069,negative,tsao vay
3070,negative,cố gắng kết quả ko mong muốn 😌
3071,negative,diep r khóc 🥺
3072,negative,tiêu cực 🥺
3073,negative,bat luc
3074,negative,mún tích tực tiêu cực ùa
3075,negative,ngược lại chính snghi 😌
3076,negative,ⓑ é ⓐ ⓝ ⓗ ⓒ ⓤ ⓣ ⓘ 🫧 buồn lắm bn ☺ ️
3077,negative,😮 ‍ 💨
3078,negative,bất lực
3079,negative,nguyễn thanh bình ngược lại ngược gìi 😏
3080,negative,vượng mong ah yêu ban đầu 🥰
3081,negative,✨ thanhtrucc 🤡 di nguoc
3082,negative,gọi tui byy đừg buồn nx nha ☺ ️
3083,negative,met moi lam roi 🥺
3084,negative,cx biet buon ..
3085,negative,đau longg ☺ ️
3086,negative,se co 1 e lm moi thu a nhma a k muon nhan dieu ..
3087,negative,đánh tài xỉu buồn 🥺
3088,negative,loi
3089,negative,to muon it suy nghi di
3090,negative,ko qt cảm xúc 😔
3091,negative,☺
3092,negative,tmt z iu e điên cuồng đi ngược lại vs suy nghĩ e ko
3093,negative,mỏ hỗn nhung hayy khoc 🙈
3094,negative,thuongthuong 💗
3095,negative,haha đúngg làa đờii ..
3096,negative,chang biet lam the nao nua … .
3097,negative,đau ..
3098,negative,nguoc lai voi suy nghi cua minh
3099,negative,🥺 1 câu th cx khiên suy nghĩ ☺ ️
3100,negative,<someone> giỏi ah cạnh e cht
3101,negative,lâm h s
3102,negative,lắm
3103,negative,hazz
3104,negative,suy nghĩ lắm
3105,negative,m2 t khóc nè tr
3106,negative,cỏn con th rưng rưng r
3107,negative,lỡ
3108,negative,suy ko bt j bt rơi nước mắt
3109,negative,hazz tâm trạng t k ổn 😌
3110,negative,haizz 😅
3111,negative,k thể kìm dk nc mắt 😔 bất lực 😔
3112,negative,thu emmsao
3113,negative,khóc
3114,negative,cam thay buon 😭
3115,negative,ct 😔
3116,negative,mẻ
3117,negative,""" đôi lúc ta <someone> """
3118,negative,đau lòng
3119,negative,khong muon khoc nhung nuoc mat cua cu roi ... cang nghi cang buon
3120,negative,buồn buông ....
3121,negative,phailamsao
3122,negative,cố 👍 👍
3123,negative,"suy nghĩ , suy nghĩ 1 chút"
3124,negative,huyenpham ngoan ngoannn 🫰 🏻
3125,negative,bùn 😔
3126,negative,khongg yeuu đừng gieo hi vọng : (
3127,negative,thất vọng 😞
3128,negative,chán nản ...
3129,negative,buồn đau lòng … xui xẻo
3130,negative,cug v 🥺
3131,negative,. kém may mắn 😔
3132,negative,kiểu kh hi vọng ..
3133,negative,mệt mỏi 🥺 🥺 🥺
3134,negative,"kh , kh lựa chọn ."
3135,negative,hôm nay sinh nhật 19 mik câu mừng sinh nhật 🥺 ko
3136,negative,nguyễn nguyện xl nha ek ak nhều lắm ht duyên ht nợ rời ik 😥 😥
3137,negative,ziehen 🫥
3138,negative,"im lặng , đi 1"
3139,negative,tâm trạng buồn
3140,negative,vô
3141,negative,natsu 🔮 đi
3142,negative,"gái iu biển co gang dau tranh khong phai hối hận nhá . cộu gi ns vs ngta ns di , khong đi cộu"
3143,negative,k . thằng vk cặp bồ nó im lặng cưới bồ
3144,negative,im lặng vô ích lợi hạnh phúc
3145,negative,yêu im lặng ..
3146,negative,", , sợ làm phiền"
3147,negative,💀 thề đấy mệt lắm đau lắm khí lắm
3148,negative,"“ im lặng , đi"
3149,negative,lo ta tổn thương ta ..
3150,negative,"mùa thả diều đag vv thả diều màu sắc bầu trời vô tận , 4 ngoại ko cùg thả diều nx đi r ☺ ️"
3151,negative,im lặng ...
3152,negative,"im lặng , lựa chọn"
3153,negative,", kiểu bất lực"
3154,negative,im lặng giết chết quan hệ hai 😌 đau lòng
3155,negative,", im lặng 😔"
3156,negative,"tiền tài , vật chất rung động chân thành chung thủy roii chân trọng"
3157,negative,ttmd a k thể nào im lặng vs e đc
3158,negative,hạnh phúc nhá
3159,negative,kh mún v đau mặc dù ng iu đi 1 đi ☺ ️
3160,negative,tự nhiên hp khóc
3161,negative,"lo ướt áo , ướt lòng ."
3162,negative,"nổi , lặng im rời đi"
3163,negative,"đau , … . 😔"
3164,negative,im lặng giai đoạn đau lòng 😔
3165,negative,"chẳng buồn , im lặng tệ 😞"
3166,negative,đi cx đc j ôm thiếp đi 🥺
3167,negative,đi mìn đời yêu thương im lặng dõi 😔
3168,negative,tươi cười đau
3169,negative,""" im lặng , đi 1 vô nghĩa . đau lòng """
3170,negative,yêu ngta cớ buông ☺ ️
3171,negative,nhóiii lắm chẳng duoc mhm buôn hoi biet s bh chả qtrọng
3172,negative,trái tim e vỡ vụn mảnh 😭 😭 😭 😭
3173,negative,tui im lặng e ☺ ️
3174,negative,t t ko khóc ...
3175,negative,xảy
3176,negative,dau hon chu dau
3177,negative,ổn ☺
3178,negative,"kh , kh lựa chọn ☺ 😊"
3179,negative,nước mắt
3180,negative,đi im lặng tui lỡ lm 100 k im lặng ngậm ngùi tiếc nuổi 😭
3181,negative,đau lòng
3182,negative,rời đi nhói lòng lắm
3183,negative,k giải quyết j
3184,negative,tồi tệ rời đi . đau đớn thương 😋 chấp nhận
3185,negative,cay đắng c quên đi toi
3186,negative,ngta từ chối khổ
3187,negative,🎀 thảo chuche nè ☺ ️ chản đc
3188,negative,đâu lòng lạnh nhạt 😔
3189,negative,trải r 😶
3190,negative,"kh mất a , tsao a lm e thế này"
3191,negative,ong to bi tai nan roi ...
3192,negative,bt j bây h 😞
3193,negative,đi
3194,negative,cảm tưởng k
3195,negative,đau lòng tả lựa chọn 😢
3196,negative,che giấu cảm xúc ..
3197,negative,khong lựa chọn
3198,negative,mặt tươi cười cảm xúc 😞
3199,negative,đau lắm 😭
3200,negative,tht đau 😔
3201,negative,sinh nhật cungz 1 chúc 🙂
3202,negative,vô cùng đau nhỉ 🤣
3203,negative,🥺
3204,negative,ㅤyen linhh dc k :))
3205,negative,buonn
3206,negative,đau
3207,negative,lơi
3208,negative,hi
3209,negative,kiểu bất lực 🙂
3210,negative,buồn 😊
3211,negative,lựa chọn
3212,negative,phương ❤ ️ ❤ ️ phương .
3213,negative,vđ
3214,negative,đau lòng that ..
3215,negative,tt 🥰
3216,negative,yêu đơn phương đau giám nói
3217,negative,thương a 🥺
3218,negative,nhạc 😞
3219,negative,....
3220,negative,nhtphm61
3221,negative,bt s 😑
3222,negative,đau lắm . ta yêu ☺ ️
3223,negative,đau lòng
3224,negative,gia đình ❤ ️
3225,negative,2023 😌 😌
3226,negative,vô ♥ ️
3227,negative,toi mat di nu cuoi hon nhien … . 💔
3228,negative,đi im lặng ma
3229,negative,đi ta đánh im lặng
3230,negative,qn ... khóc 2 : v tr sụt kí :) bth r ko khóc nx 😂
3231,negative,khsao 🥱
3232,negative,tui ko ko lựa chọn nx bn chs ng t3 ko chs nx hồi tối tui tâm sự bh ng t3 điện tâm sự bn
3233,negative,"nhuw 🫶 ngọc trinh cutii ( 🙈 ❤ ️ ‍ 🩹 ) t ko thích , thich tận đáy long ☺ ️"
3234,negative,xu xu 🥰 hazzz 🖤
3235,negative,bt
3236,negative,☹ ️
3237,negative,chipp 🐾 cảm giác trở lại
3238,negative,"im lặng , đánh gi trông vô nghĩa đau lòng"
3239,negative,đau .. ❤ ️ ‍ 🩹
3240,negative,"đau , đau"
3241,negative,đau lắm
3242,negative,""" im lặng , đi vẽ vô nghĩa , đau lòng . """
3243,negative,e r
3244,negative,đau tận xương tủy
3245,negative,dou cgiac 😞
3246,negative,😔
3247,negative,ms trải nè ❤ ️
3248,negative,nhug e ko lựa chọn
3249,negative,cap 👍
3250,negative,im lặng
3251,negative,đánh tình bạn 🙂
3252,negative,mặc dù bt ko mk ko ngkhác
3253,negative,4
3254,negative,imlang
3255,negative,bật khóc sinh nhật tủi thân 😢
3256,negative,"khóc thở , ko qt"
3257,negative,người yêu chia tay hôm tui 00 ngủ
3258,negative,ròii nội ròi ko đc ngoại 🥺 🥺 mùng5 🥺 🥺
3259,negative,"khóc , cũ tui ko bh quên đc"
3260,negative,"ląi ko đẹp , ląi loi dụng"
3261,negative,"haha , cười nghiêng ngảlàm_việc_tại_nhà388"
3262,negative,tự nhiên tủi thân rui khóc . rui lau nước mắt 🥺
3263,negative,"awesome job , cool 😎 nhân_viên_làm_thêm_tại_nhà88"
3264,negative,linhha945 bây h e ko mệt mỏi thái độ e
3265,negative,yêu tính mạng a sai
3266,negative,. bật khóc k
3267,negative,sinh nhật mik khóc 😊
3268,negative,ko bt khok j nx 😥
3269,negative,ah ko thế giới nx tệ 😞
3270,negative,bố trở nên thế này đc ... 😊
3271,negative,"haha , cười nghiêng ngảthu_nhập_tại_gia_đình888"
3272,negative,"rõ ràng khóc vô tình , cố kìm nén ......"
3273,negative,"awesome job , cool 😎 khởi_nghiệp_tại_nhà88"
3274,negative,chịu đựng dc 2 tuần k rơi nc mặt r . video k kiềm dc
3275,negative,đi vui vẻ phòng 4 tường tổn thương 😞
3276,negative,buồn
3277,negative,1 ng r
3278,negative,vô vụng động lực áp lực học tập gia đình 😢 😔
3279,negative,mệt mỏi :))
3280,negative,bất lực 😔
3281,negative,kệ đi ☺ ️ ☺ ️
3282,negative,😭 😭
3283,negative,hôm nay 😔
3284,negative,linhha945 e đc thương lm mệt mỏi
3285,negative,san sẻ sai
3286,negative,"khó chịu , xoa đầu , nắm , khoác vs khc giới = ( ( 😓"
3287,negative,chẳng hạn 😊
3288,negative,ngủ 😥
3289,negative,video
3290,negative,ngã r
3291,negative,đau buồn k thể diễn tả . mong tui 🥺 🥺
3292,negative,hôm nay
3293,negative,🤕
3294,negative,khóc lắm tim đau nước mắt hề rơi
3295,negative,🥺
3296,negative,lớp ko tui 🙁
3297,negative,😌
3298,negative,mẹ xin lỗi 2 mẹ cố gắng cố chịu đựng
3299,negative,nbs • bonlivň • đc ko
3300,negative,mệt lắm
3301,negative,khóc to tự nhủ đàn ông k khóc gồng mạnh mẽ
3302,negative,lỡ a khóc đừng a nha bé 🥰 ebe cỏ ♡ ebe cỏ
3303,negative,đôi khi chẳng buồn
3304,negative,v đôi khi khóc r kobt mik khóc lí do j
3305,negative,lớp tích cực vui tươi tiêu cực buồn bã
3306,negative,đổ oan lớp vô game giải trí gia đình đc bn chs ngta rời ik .... ( mệt mỏi lắm ) khóc khóc yếu đuối
3307,negative,áp lực học tập 23 : 00 ngủ 😭
3308,negative,mik snap video nh
3309,negative,tự nhiên thương
3310,negative,ấymkhangg 💐 🌷
3311,negative,khóc đi mai đi lm 😂
3312,negative,thik bóng chiều tuổi thơ
3313,negative,kiểu . giải quyết . k
3314,negative,chó đột ngột buồn lắm
3315,negative,☺ ️
3316,negative,𝐌a ...
3317,negative,suyyy
3318,negative,đeo kính thấu lòng 😞
3319,negative,"ebe ngọc ánh 😑 😘 mik khóc r , h ánh đc tâm trạng mik ko"
3320,negative,khóc ko ko thể kiềm chế đc cảm xúc
3321,negative,mưa khóc cũn k khóc to quên đi muộn phiền
3322,negative,"e mệt , e k thể kiềm nén đau đựg trog lòg nhữg e tủi thân góc khóc khóc nhưg đau e"
3323,negative,"mệt mỏi ki , áp lực .."
3324,negative,🌸 kngọc 🌸 dũngvp đam mê lsr 🦁 🐉 mày tao ko dũng ☺ ️ ☺ ️ ☺ ️ ☺ ️
3325,negative,ns cười đêm khóc
3326,negative,ngoan ☺ ️
3327,negative,báo k mệt j sợ gái e h ... 😌
3328,negative,♡ 😕
3329,negative,"bất lực , cười , coi nhu , khóc khóc , ts cuộc đời dịu dàng min"
3330,negative,_nghnngoc_ đơn giản thoiii ☺
3331,negative,", u buồn"
3332,negative,ngta xh mik bt ước 🥺
3333,negative,hi 🤫 🤫 cj qtam nhìu nx 😊
3334,negative,a chi thua e
3335,negative,maithu cuti 🎂 đừng khóc
3336,negative,lớp mik vui chẳng ns vs phòng khóc 1 mik ☺ ️
3337,negative,zindz_2004 ng ta ko yêu yêu đợi 😊
3338,negative,"tự dưng mik vô ích , gánh gia đình nghĩ liệu xứng đáng"
3339,negative,chán
3340,negative,mệt mỏi bn thân nói xấu lưng 😞
3341,negative,nhi nhi ❤ ️ ck khóc 1 thả mệt mỏi cảnh xứ
3342,negative,ko gồng gục ngã lưng 2 đứa
3343,negative,how long is forever 🙂
3344,negative,𝘽ắ𝙥 𝙇𝙞𝙤𝙣 nhiêu 😔
3345,negative,vui
3346,negative,buồn chán
3347,negative,uất ức 🥺
3348,negative,sói cương kim m
3349,negative,mong cỏ thể ☺ ️
3350,negative,hôm nay sinh nhật mn đi 1 chúc hong c.on mn 🥰 🍀
3351,negative,video buồn
3352,negative,v 😌
3353,negative,h chx sinh nhật tủi thân ko cg mk a
3354,negative,buồn lắm đau lắm cố kiềm nén 🥺 🥺 🥺
3355,negative,nổi
3356,negative,🙂
3357,negative,mett moi quaaa chả aii yêu tớ tin tưởng kh 😊
3358,negative,khóc khóc 😥
3359,negative,hmm chả tuổi thân lắm chót thương cậu roi ngỡ cậu tâm tớ cơ 😔
3360,negative,buồn sn chả 1 ng cạnh ...
3361,negative,mệt mỏi 😌
3362,negative,mik thik ta ta thik ta hp mik lạnh lẽ ☺
3363,negative,mệt mỏi thệt
3364,negative,😄 😄 vs 🙁
3365,negative,chịu đựng giỏi 😄
3366,negative,: ( (
3367,negative,đi suy nghĩ tự nhiên nước mắt chảy 😊
3368,negative,đau khọc k nc mắm nx s v m . n
3369,negative,mệt mỏi . mệt mỏi cs áp lực cv ty nx 🥺
3370,negative,cảm xúc lẫn lộn 🎭
3371,negative,khóc vơi đi nỗi sầu
3372,negative,mệt chịu đựng nghỉ cảm giác 🙃
3373,negative,cố
3374,negative,toi ổn 👌
3375,negative,☺ ☺ nhìu lắm r
3376,negative,vui 🥰
3377,negative,kha đẹp trai xinh cậu sinh nhật tui
3378,negative,đi 🥺
3379,negative,khoc k ngừng ma vân k bt lí do vi s 😞 😞
3380,negative,khóc nx r chả ta
3381,negative,☺ ️
3382,negative,"buồn lắm chẳng than thở , tự nhủ cố"
3383,negative,"hai im lặng . âm thầm chờ đợi , chẳng màng tâm ."
3384,negative,vui đêm khóc tủi thân
3385,negative,"đánh quan hệ trân trọng , s 😭"
3386,negative,công chúa đau cỡ hoàng tử chẳng
3387,negative,mệt mỏi 🥺 🥺
3388,negative,k đoi xu bat công t z t bao bt bn bt khóc z
3389,negative,😊 áp lực tủi thân chùn kín t ko thể n thoát r đc …
3390,negative,mệt 😳
3391,negative,mn tiền bạc đấy mạnh mẽ ta đi ng yêu thương 😢
3392,negative,hom that te 🥰
3393,negative,áp lực mệt mỏi
3394,negative,xe lang thang một mình tự dưng
3395,negative,hông 1 1 yếu đuối
3396,negative,"một mình trách , tủi thân"
3397,negative,co nhieu thu don len ng minh 😊
3398,negative,xong video tự nhiên khóc 😅
3399,negative,cr đổi 🥺
3400,negative,hối tiếc
3401,negative,mệt mỏi chả than vãn 🙂
3402,negative,mệt 😞
3403,negative,kẻ si tình đợi chờ 1 câu đc vui ...
3404,negative,😢 😢 😢
3405,negative,94 mày khóc tiếp k từ bỏ gạt nước mắt
3406,negative,cảm giác cố cười ban ngày ban đêm ôm mặt khóc khó chịu lắm 😊 😊 🖤
3407,negative,😞 😞 😞
3408,negative,vui tàn .. roii 😌
3409,negative,"mệt mỏi , 🥺 🥺 🥺"
3410,negative,mik mệt mỏi 🥺 🥺
3411,negative,đôi khi một mình va khóc một mình 😭 😭
3412,negative,ko đc động tối khóc 1
3413,negative,mệt mỏi 😊
3414,negative,qi hỉu đc ko
3415,negative,khóc ☺ ☺ ☺ ☺ ☺ ngân102006
3416,negative,hôm nay sinh nhật khóc thay vì vui 🥹
3417,negative,mệt 😞
3418,negative,nhí socola đơn giản v
3419,negative,"mệt nghỉ ngơi ko cho phép , bầy tỏ tình cảm tự ti ko dám ko dám , đêm nằm khóc ☺ ️ c . ơn chủ vd 🥰"
3420,negative,kiềm chế
3421,negative,bé bé bé may mắn phúc
3422,negative,cạnh
3423,negative,mấy đời bánh đúc xương mấy đời ghẻ thương chồng câu 🥺 🥺
3424,negative,đừng sướng khổ con cái
3425,negative,"khổ thân thương đứt ruột , 😔"
3426,negative,tui li hôn ko đi khổ
3427,negative,mẹ vay . trời oi trời
3428,negative,": "" ly hôn tiến bộ "" nhá"
3429,negative,thương bé . bé đẹp trai
3430,negative,thuong trai wá trời ln chèn 🥰
3431,negative,đi bước nữa giành quyền nuôi ổn tý ....
3432,negative,e ám ảnh . thương . mong e bình an
3433,negative,dượng ruột
3434,negative,"giọng miền tây ấm áp tỉnh cảm ... 😭 , thương"
3435,negative,tội
3436,negative,phụ nữ ko bảo vệ dc dc thiệt sự thương xót
3437,negative,cháu đi khám đi
3438,negative,tàn át
3439,negative,"tội bé mn , thương 🥰"
3440,negative,đón đi
3441,negative,thương
3442,negative,thương ❤ ❤
3443,negative,khổ thân
3444,negative,coi video căm k j đk
3445,negative,đơn thân con riêng suy xét đi bước
3446,negative,ma sut vat
3447,negative,mẹ
3448,negative,mấy đàn bà sinh đau lòng thế này
3449,negative,"thương đừng khóc khóc , chết đói dành quyền nuôi ko 😭"
3450,negative,cố e .... mong e bình an hp cuộc sống .
3451,negative,bé yêu tàn ác bé đc
3452,negative,saoemlamchamadeyengapanhlaanhchonodichautroianhnoithatlamdangongqhaidaoveconminhgapanhlaanhdikiemnohoichogalevasunochonodivetroi
3453,negative,track track mẹ kia kìa
3454,negative,bé dượng đánh phòng ko
3455,negative,"cố gắn , bóp cố"
3456,negative,cha dượng gắn cammera
3457,negative,hận mẹ
3458,negative,tao sống 1 minh nuôi sứong thân 😏
3459,negative,hầu như mấy trưởng thành mấy k đc câu ba mẹ . gia đình
3460,negative,áp lực gia đình
3461,negative,tụi
3462,negative,"thương con giống mẹ , mẹ thương con giống , thương"
3463,negative,mẹ yêu thương con cái đc nỗi lòng cha mẹ
3464,negative,giảng
3465,negative,bố mẹ bắt nghỉ học đi nợ ruột . mặc dù học yêu thuong
3466,negative,áp lực . k thở nổi 🥺 🥺
3467,negative,"thất bại ước mơ , <someone> ước mơ mẹ"
3468,negative,"suốt câu "" m ngta kìa "" 😔 😔 😔"
3469,negative,hè lớp 6 đi kiếm đc 50 k đc 1 mấy học lớp9 r đi <someone> 15 t lo lắng
3470,negative,"bame mệt nè bame , mệt xíu , tht kh bt bame đè bame cãi lm vc cãi lộn bame , cx bt đau"
3471,negative,áp lực 😢 🥺
3472,negative,hong mệt áp lực kiệt sức đi 🥺
3473,negative,mệt lấm mẹ
3474,negative,mong video ba mẹ coi đuoc
3475,negative,áp lực 🥺 dc 1
3476,negative,áp lực k .. k k 🙂
3477,negative,mẹ bảo mẹ nuôi áp lực mẹ áp lực k
3478,negative,"đi áp lực lắm , 😥"
3479,negative,k suốt trg tốt nghiệp chẳng học 🥲
3480,negative,áp lực 🥺 🥺
3481,negative,riết snghi ko sợ ko nuôi dạy ko kinh tế lo 🥰
3482,negative,"kênh . youtube . hòa phú quốc bố thương bố 🥰 bố tuyệt vời , lắng nghe , tâm sự ,"
3483,negative,hk bảo ss .. hoi giỏi ss roi chui
3484,negative,đừng áp lực vai cạnh con bé ước mơ đi đường tương lai
3485,negative,tường_lamm ♡ ước đc 🥰 🥰 cuộc đời đỡ mệt bt mấy 1 tuần 7 học 7 : ( ( (
3486,negative,áp lực mệt mõi
3487,negative,mệt mỏi lắm 🥺
3488,negative,"xin lỗi ba mẹ , mong ba mẹ"
3489,negative,mạnh mẽ cố gắng 😁
3490,negative,"30 1 ck 1 , áp lực ôm đi k đi"
3491,negative,áp lực 🥺
3492,negative,áp lực
3493,negative,"mẹ đôi khi áp lực lắm mẹ , ơn mẹ thương mẹ ☺ ️"
3494,negative,"chính xác đa số cha mẹ dạy con cái con cái <someone> , ngược lại ko mai sau con cái trốn tránh gánh thất bại : ( ("
3495,negative,kh 🖤
3496,negative,áp lực mệt mỏi 🥺
3497,negative,hoa tỷ 🎎 vợ . lựa chọn học nha vợ . đừng áp lực vai vợ yêu nha 🥰 🥰 . thương vợ lắm ạh
3498,negative,bố mẹ bắt áp lực sợ phụ bố mẹ thương 😔 😔
3499,negative,áp lực 🥺 🥺 . chán ảnh lắm 🥺
3500,negative,ước mở gia đình cấm cản : (
3501,negative,"iu mẹ , mai chào đời tử tế trái tim ❤ ️ danh vọng tiền tài mẹ"
